Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4.5,92,No,7,9,78
8.5,58,No,6,7,55
6.5,44,Yes,9,4,31
3.5,64,Yes,4,8,44
4.5,50,Yes,9,4,35
2.5,49,Yes,6,1,27
1.5,56,Yes,8,10,37
8.5,75,Yes,5,3,70
1.5,65,No,8,10,40
1.5,70,Yes,4,1,45
4.5,71,Yes,5,2,57
6.5,60,Yes,9,2,48
9.5,57,No,8,7,57
1.5,99,Yes,4,4,74
7.5,57,No,8,10,49
5.5,40,Yes,5,9,25
8.5,53,No,5,2,50
7.5,47,No,8,9,42
4.5,41,No,6,6,25
4.5,90,Yes,8,10,73
6.5,54,No,9,8,46
6.5,99,Yes,8,7,93
9.5,73,No,8,8,69
5.5,75,Yes,6,9,63
8.5,40,No,7,8,37
5.5,90,No,5,6,78
2.5,60,Yes,9,8,41
6.5,81,No,4,8,70
9.5,40,Yes,5,2,39
3.5,71,No,5,2,51
1.5,59,No,7,1,34
1.5,93,Yes,5,10,70
3.5,86,Yes,5,2,64
5.5,75,Yes,6,7,60
3.5,78,No,6,3,55
9.5,69,Yes,6,4,66
8.5,46,Yes,6,4,42
3.5,61,No,6,4,42
9.5,96,Yes,9,2,95
6.5,89,Yes,4,6,81
7.5,84,No,7,1,75
4.5,49,No,8,5,34
4.5,95,No,9,2,79
2.5,47,No,6,9,22
5.5,66,No,7,2,50
8.5,49,Yes,8,6,44
7.5,53,No,5,4,41
7.5,85,No,9,6,78
6.5,98,No,5,2,85
3.5,91,Yes,7,2,75
5.5,93,Yes,4,7,79
1.5,50,Yes,4,3,22
7.5,45,Yes,7,3,35
9.5,60,No,4,7,55
1.5,72,No,4,8,48
2.5,58,No,5,7,37
3.5,78,Yes,4,3,54
3.5,63,No,4,3,46
8.5,57,Yes,7,7,53
7.5,74,Yes,4,3,67
6.5,91,Yes,9,2,80
4.5,82,No,6,7,64
9.5,76,No,6,3,73
1.5,58,No,7,5,34
2.5,92,No,6,7,71
4.5,63,Yes,5,2,48
3.5,95,No,9,8,74
1.5,73,Yes,9,2,51
5.5,61,Yes,7,4,49
7.5,43,Yes,4,4,34
2.5,96,Yes,6,8,73
5.5,49,Yes,5,1,32
6.5,41,Yes,7,9,33
7.5,47,Yes,7,6,35
1.5,72,No,4,4,42
7.5,98,No,8,6,92
4.5,77,Yes,6,6,62
8.5,82,No,5,9,76
4.5,98,No,7,4,81
6.5,67,No,6,8,58
9.5,49,No,5,1,47
5.5,84,Yes,9,6,72
4.5,40,No,9,5,22
8.5,73,Yes,5,3,70
9.5,42,Yes,9,4,38
4.5,48,No,7,8,33
3.5,44,No,6,10,27
8.5,81,Yes,5,2,75
5.5,49,Yes,7,8,35
2.5,51,No,6,7,25
9.5,57,No,6,1,54
3.5,97,Yes,7,2,75
2.5,60,No,6,7,38
1.5,60,Yes,8,3,32
8.5,40,Yes,5,2,30
3.5,42,Yes,5,1,22
7.5,44,Yes,6,7,38
1.5,64,No,7,3,38
1.5,97,Yes,4,6,74
9.5,88,Yes,9,10,88
8.5,47,No,6,8,46
3.5,56,No,4,6,33
6.5,48,Yes,6,7,36
3.5,71,No,4,6,53
4.5,45,No,6,7,28
1.5,88,Yes,7,5,66
5.5,79,No,9,9,65
1.5,60,No,4,3,31
1.5,46,No,8,6,23
7.5,46,No,7,9,36
6.5,86,No,9,1,73
2.5,78,Yes,6,5,56
2.5,93,No,4,4,72
7.5,66,Yes,9,9,61
1.5,47,Yes,5,1,20
2.5,48,No,7,4,26
8.5,67,No,4,1,56
6.5,54,No,7,3,42
2.5,41,No,4,4,18
7.5,46,No,5,1,37
4.5,86,No,8,5,72
2.5,57,No,5,6,36
6.5,61,No,6,1,49
9.5,89,No,7,10,83
9.5,49,No,8,10,49
8.5,93,No,7,4,87
3.5,89,No,9,4,70
3.5,72,Yes,4,1,51
2.5,46,No,6,2,23
5.5,42,Yes,6,10,26
4.5,53,Yes,7,5,34
7.5,83,No,6,2,72
4.5,85,Yes,7,3,71
9.5,75,No,4,9,72
2.5,52,No,4,5,29
6.5,55,Yes,7,1,45
7.5,55,No,5,5,47
4.5,93,Yes,5,3,77
6.5,44,Yes,4,1,30
7.5,91,No,8,3,85
4.5,64,Yes,5,6,48
8.5,77,Yes,7,10,71
9.5,77,No,4,5,74
1.5,89,Yes,6,1,64
7.5,77,No,6,2,69
9.5,78,No,5,5,75
5.5,95,No,8,9,83
2.5,95,No,9,5,78
6.5,87,Yes,5,5,78
7.5,80,No,8,1,72
2.5,65,Yes,5,5,40
2.5,98,Yes,6,8,78
1.5,52,No,8,9,26
4.5,83,No,6,10,64
7.5,90,No,7,3,81
9.5,65,Yes,7,4,63
3.5,94,No,4,7,76
7.5,94,Yes,6,7,89
7.5,40,No,6,1,32
7.5,47,No,4,6,37
2.5,43,Yes,7,9,22
6.5,60,Yes,7,5,51
2.5,61,No,8,8,41
6.5,90,No,8,10,82
3.5,92,No,9,9,76
2.5,97,Yes,7,10,77
6.5,76,No,9,10,67
2.5,88,No,5,3,60
5.5,42,Yes,6,1,27
2.5,58,No,8,2,34
3.5,40,Yes,5,5,20
3.5,68,Yes,8,10,50
6.5,62,No,4,7,51
6.5,72,No,6,6,57
3.5,94,Yes,9,4,75
3.5,91,Yes,9,9,73
1.5,80,No,8,4,54
7.5,62,Yes,7,3,61
8.5,44,Yes,9,5,36
2.5,46,No,4,4,23
4.5,96,Yes,4,2,81
7.5,97,Yes,7,3,89
8.5,45,Yes,4,7,40
1.5,88,Yes,6,2,64
4.5,61,Yes,8,1,45
6.5,88,Yes,4,2,73
3.5,52,No,6,8,34
5.5,51,No,7,8,40
9.5,43,No,8,10,46
3.5,47,No,7,2,24
5.5,76,Yes,8,6,64
8.5,70,No,4,7,64
6.5,76,Yes,4,1,64
4.5,84,No,8,7,65
8.5,65,Yes,6,8,63
3.5,82,No,6,9,65
3.5,47,Yes,6,8,29
4.5,79,No,5,3,61
9.5,72,No,9,8,71
5.5,84,No,9,3,71
8.5,68,No,9,6,61
6.5,44,No,6,4,34
3.5,67,Yes,4,7,47
8.5,92,No,5,8,89
9.5,79,Yes,6,10,79
8.5,56,No,4,6,48
4.5,94,No,5,10,76
6.5,62,No,4,4,52
1.5,84,Yes,8,8,62
4.5,48,No,4,7,30
8.5,41,No,5,10,37
1.5,71,Yes,6,8,45
3.5,90,Yes,9,10,76
1.5,91,Yes,5,7,64
9.5,88,Yes,6,3,86
2.5,70,No,6,3,47
9.5,46,Yes,7,9,45
4.5,69,Yes,8,7,56
2.5,97,No,7,1,77
4.5,42,Yes,9,3,26
6.5,90,Yes,5,1,75
7.5,90,Yes,7,6,80
3.5,95,No,9,2,76
3.5,48,Yes,6,7,29
8.5,49,Yes,5,8,45
5.5,85,Yes,7,6,73
4.5,89,No,4,5,73
7.5,97,No,9,10,95
7.5,86,Yes,9,4,80
9.5,65,No,8,9,65
9.5,40,Yes,4,8,36
5.5,69,No,5,5,55
8.5,96,No,7,1,91
1.5,77,Yes,6,8,53
9.5,54,Yes,7,8,51
8.5,64,Yes,5,7,59
6.5,45,No,5,7,34
3.5,57,Yes,5,8,39
3.5,40,No,5,1,18
8.5,95,No,9,3,91
5.5,42,Yes,7,4,33
7.5,56,No,4,6,47
5.5,87,No,6,10,77
8.5,47,Yes,6,10,46
4.5,99,No,8,9,82
2.5,88,No,9,4,67
3.5,79,Yes,5,6,60
8.5,56,Yes,5,9,55
7.5,64,Yes,5,9,60
2.5,80,No,9,6,56
6.5,51,No,4,5,37
9.5,68,No,5,3,67
4.5,64,Yes,8,5,48
9.5,90,No,8,3,90
2.5,75,No,4,5,51
2.5,92,No,9,10,70
9.5,93,Yes,5,10,95
7.5,64,Yes,7,1,55
7.5,68,Yes,7,6,61
1.5,50,No,6,7,23
6.5,99,No,4,2,85
7.5,43,Yes,7,3,35
6.5,53,Yes,6,10,41
6.5,85,No,8,9,79
2.5,77,Yes,6,8,57
6.5,56,No,5,4,46
4.5,41,Yes,5,8,24
9.5,47,Yes,8,8,46
1.5,75,Yes,4,6,51
8.5,49,No,9,1,38
5.5,46,Yes,5,2,30
1.5,75,No,5,4,45
4.5,55,Yes,6,4,39
1.5,53,Yes,6,2,25
6.5,55,No,6,9,44
2.5,64,No,7,2,40
5.5,80,Yes,8,6,71
7.5,43,No,4,5,38
2.5,68,Yes,6,4,48
6.5,95,No,4,6,86
6.5,45,No,6,4,33
5.5,40,Yes,5,9,25
5.5,78,Yes,4,10,61
3.5,40,No,7,7,21
2.5,90,No,6,3,67
7.5,79,Yes,9,10,75
1.5,96,No,8,4,71
6.5,42,No,5,1,26
6.5,40,No,6,6,26
3.5,40,No,4,2,21
2.5,78,Yes,6,4,60
2.5,60,Yes,5,5,34
9.5,84,No,8,8,82
5.5,69,No,8,3,52
7.5,71,Yes,8,6,65
5.5,72,No,9,1,59
7.5,87,No,5,9,79
4.5,61,No,9,1,44
8.5,69,No,9,2,65
7.5,93,No,6,1,86
5.5,85,Yes,5,8,74
6.5,43,No,5,4,33
5.5,62,No,6,2,47
7.5,94,No,7,7,86
2.5,83,Yes,9,8,65
5.5,64,No,8,9,51
3.5,51,No,4,5,30
9.5,56,Yes,9,3,54
6.5,92,Yes,4,1,84
3.5,54,Yes,6,8,37
7.5,49,Yes,4,6,38
4.5,74,No,7,5,58
3.5,94,No,5,7,76
8.5,91,No,8,5,85
4.5,91,Yes,4,4,75
1.5,68,No,4,5,41
6.5,51,Yes,6,7,38
1.5,40,Yes,6,6,12
5.5,40,No,5,10,29
7.5,49,Yes,8,10,41
6.5,57,Yes,4,9,48
2.5,86,No,5,10,66
4.5,41,No,8,2,23
2.5,88,Yes,5,7,67
1.5,47,No,4,1,20
3.5,61,No,6,8,44
3.5,61,Yes,6,4,42
7.5,65,Yes,6,8,57
1.5,65,No,7,8,43
9.5,48,No,5,4,46
6.5,60,Yes,4,4,47
4.5,70,No,5,5,52
3.5,91,Yes,6,7,75
3.5,82,Yes,9,6,68
2.5,45,No,9,1,22
2.5,95,No,5,6,74
5.5,53,No,8,3,40
9.5,72,No,9,9,70
2.5,46,No,9,3,25
2.5,63,Yes,5,9,37
6.5,48,No,7,5,39
2.5,50,Yes,7,10,30
4.5,95,No,6,8,73
6.5,62,Yes,4,9,49
5.5,87,No,8,9,72
1.5,90,No,4,7,62
6.5,41,Yes,4,10,30
1.5,54,No,8,1,32
3.5,74,No,7,8,57
5.5,75,Yes,9,7,63
5.5,91,Yes,6,4,79
6.5,93,Yes,5,6,84
8.5,67,No,7,10,66
5.5,78,Yes,6,2,66
1.5,83,Yes,9,4,60
5.5,43,No,7,8,27
3.5,49,No,8,4,33
4.5,45,No,4,10,28
8.5,96,No,8,4,90
7.5,69,No,9,4,58
5.5,93,No,5,10,78
2.5,85,Yes,8,9,66
6.5,74,Yes,9,2,64
6.5,88,No,4,7,79
6.5,82,Yes,7,3,75
9.5,49,Yes,6,4,42
8.5,97,Yes,9,1,91
8.5,92,Yes,9,3,89
1.5,71,No,5,2,48
5.5,81,No,7,10,67
7.5,81,Yes,9,7,76
6.5,42,No,9,6,30
5.5,95,Yes,6,1,81
8.5,65,Yes,4,8,60
3.5,54,No,8,9,35
6.5,56,Yes,7,1,48
5.5,66,No,6,5,54
8.5,57,No,6,7,51
4.5,90,No,8,2,73
8.5,58,No,7,6,55
2.5,51,No,7,8,29
9.5,63,No,4,8,60
9.5,44,No,7,10,41
6.5,63,No,9,10,56
4.5,66,No,8,8,50
4.5,87,Yes,7,6,71
6.5,69,No,4,6,58
5.5,54,Yes,6,3,40
6.5,86,No,9,2,76
7.5,98,Yes,7,5,88
7.5,77,No,8,9,71
9.5,83,No,7,4,77
8.5,73,No,5,5,69
6.5,66,Yes,4,6,54
6.5,59,Yes,6,6,49
5.5,80,No,5,4,64
1.5,71,Yes,8,4,48
9.5,43,No,7,8,39
9.5,44,Yes,4,5,44
9.5,92,Yes,9,5,91
8.5,97,Yes,7,9,96
3.5,47,No,7,4,25
1.5,61,Yes,7,7,36
8.5,81,Yes,9,5,76
7.5,46,No,7,9,38
5.5,61,No,4,8,47
7.5,85,Yes,9,8,81
4.5,69,Yes,9,10,56
9.5,76,No,5,10,72
2.5,55,No,8,3,33
9.5,54,No,9,9,52
9.5,44,No,5,8,44
5.5,42,No,4,3,24
1.5,62,Yes,8,10,38
7.5,49,No,9,1,41
4.5,44,No,6,5,25
9.5,62,Yes,5,4,61
6.5,54,No,4,8,45
3.5,57,No,4,6,35
6.5,64,No,4,10,52
6.5,47,Yes,8,5,40
5.5,70,No,7,9,58
2.5,60,No,6,6,37
2.5,41,No,8,3,17
7.5,61,No,8,6,53
2.5,47,Yes,9,4,26
6.5,62,Yes,5,5,52
5.5,71,No,6,6,57
4.5,47,No,4,9,28
7.5,43,No,8,3,34
8.5,69,No,6,1,61
4.5,58,No,5,2,40
1.5,62,No,7,8,42
1.5,57,No,6,4,36
1.5,92,Yes,4,7,68
1.5,68,No,8,2,40
5.5,62,Yes,7,10,52
4.5,72,Yes,5,8,57
9.5,91,No,4,10,94
3.5,86,Yes,7,9,69
7.5,57,Yes,9,7,50
8.5,93,Yes,9,10,89
6.5,83,No,5,1,73
1.5,72,Yes,4,2,45
8.5,46,Yes,8,9,42
3.5,90,No,5,10,70
8.5,67,No,7,7,67
4.5,40,Yes,4,3,21
8.5,95,No,9,5,93
1.5,78,No,9,1,54
3.5,73,Yes,6,10,51
6.5,78,Yes,4,3,71
9.5,58,Yes,7,4,52
2.5,70,No,7,4,46
1.5,52,Yes,6,7,26
3.5,96,Yes,7,5,76
4.5,63,No,4,9,46
5.5,44,No,9,7,30
3.5,62,No,5,2,44
2.5,58,No,9,8,39
2.5,40,Yes,9,2,17
7.5,72,Yes,4,7,62
9.5,98,Yes,7,5,96
2.5,89,No,6,10,66
7.5,95,Yes,6,6,86
7.5,72,No,8,4,67
7.5,71,No,6,5,62
3.5,98,No,6,5,80
7.5,67,Yes,7,7,60
1.5,76,No,5,4,53
1.5,80,Yes,5,5,57
5.5,51,Yes,7,4,38
2.5,48,Yes,6,4,30
9.5,89,No,4,8,85
7.5,94,Yes,9,5,88
4.5,50,Yes,9,9,37
4.5,72,No,5,5,57
2.5,58,Yes,7,8,35
5.5,93,No,4,3,78
4.5,96,Yes,6,7,81
1.5,81,No,7,1,60
8.5,73,No,5,5,69
3.5,46,No,4,2,27
6.5,70,No,4,8,58
4.5,91,No,5,6,73
9.5,41,Yes,4,5,37
7.5,58,Yes,9,3,52
9.5,77,Yes,5,1,77
3.5,71,Yes,9,10,52
1.5,49,No,7,10,29
5.5,80,No,8,10,70
3.5,47,Yes,6,10,31
6.5,65,No,7,8,57
8.5,69,Yes,9,5,65
4.5,50,No,6,9,34
5.5,80,No,6,7,68
5.5,59,Yes,9,1,46
4.5,99,Yes,9,1,85
4.5,59,No,5,7,41
4.5,48,Yes,8,7,34
4.5,47,Yes,9,9,32
4.5,99,Yes,6,2,82
5.5,54,Yes,6,7,39
2.5,73,No,7,2,49
2.5,63,No,8,10,40
9.5,72,No,8,10,72
2.5,80,No,6,2,56
6.5,80,Yes,8,5,71
2.5,84,Yes,7,9,66
5.5,79,Yes,5,9,66
4.5,66,No,6,10,50
7.5,60,No,4,1,50
7.5,44,No,6,7,36
6.5,74,No,6,10,63
5.5,60,Yes,5,10,49
1.5,43,Yes,9,3,19
3.5,88,Yes,9,10,71
9.5,87,No,4,10,84
1.5,55,No,4,1,30
5.5,96,No,4,2,80
2.5,70,No,9,6,50
4.5,65,No,5,10,50
1.5,91,No,8,2,64
3.5,74,Yes,4,2,51
7.5,45,No,8,4,37
3.5,72,No,7,3,54
4.5,60,No,5,8,40
2.5,55,Yes,8,8,33
3.5,86,Yes,9,6,70
9.5,78,No,9,4,75
3.5,73,Yes,4,7,56
5.5,81,Yes,4,9,73
2.5,96,Yes,8,2,73
4.5,99,No,9,6,87
7.5,54,Yes,8,7,48
7.5,45,Yes,7,1,35
3.5,41,Yes,5,6,25
5.5,63,No,9,8,52
1.5,95,Yes,6,7,74
1.5,88,No,9,2,69
5.5,67,Yes,7,2,53
9.5,40,No,9,4,39
1.5,40,No,7,5,12
1.5,67,No,9,5,42
4.5,75,No,7,2,58
4.5,59,No,4,7,42
2.5,87,Yes,8,8,63
9.5,47,Yes,9,2,49
9.5,40,Yes,5,4,38
2.5,65,No,4,3,42
9.5,90,No,7,4,92
6.5,82,No,5,5,74
8.5,88,Yes,4,6,83
4.5,64,No,6,2,45
2.5,49,No,9,10,30
2.5,51,No,9,6,33
9.5,80,No,7,9,79
1.5,46,Yes,4,8,22
7.5,51,No,4,1,44
3.5,86,No,7,9,70
3.5,79,No,6,10,57
2.5,56,No,9,2,32
6.5,44,Yes,8,1,37
2.5,53,No,6,6,31
4.5,73,Yes,7,1,57
9.5,87,Yes,8,6,88
9.5,56,No,4,2,55
6.5,74,No,6,7,62
4.5,94,Yes,6,7,78
7.5,40,No,9,4,31
1.5,98,No,9,2,70
4.5,89,Yes,8,7,75
5.5,89,Yes,4,1,73
8.5,75,Yes,6,2,72
2.5,54,Yes,8,2,31
5.5,99,Yes,6,1,83
6.5,58,Yes,9,9,52
5.5,90,No,4,6,77
9.5,81,No,4,3,77
1.5,44,No,5,6,18
3.5,58,No,8,7,41
2.5,82,No,9,3,64
3.5,78,No,9,4,61
9.5,44,No,9,10,45
9.5,91,No,7,1,88
2.5,51,No,6,6,28
3.5,58,Yes,4,6,31
4.5,86,Yes,6,9,69
9.5,51,No,6,2,45
3.5,75,No,7,5,54
7.5,51,Yes,4,5,41
3.5,57,Yes,5,7,37
7.5,88,Yes,9,5,80
7.5,90,No,8,10,87
9.5,87,Yes,6,4,86
2.5,82,Yes,7,10,62
6.5,73,Yes,7,2,64
9.5,87,No,8,8,83
2.5,72,Yes,8,5,48
2.5,88,No,4,4,67
5.5,57,Yes,6,9,49
8.5,96,Yes,6,2,91
9.5,68,No,8,3,71
2.5,84,Yes,9,8,65
5.5,44,Yes,5,4,28
7.5,64,Yes,6,9,59
6.5,63,No,7,10,49
6.5,68,No,9,10,58
7.5,98,No,8,10,91
3.5,77,Yes,6,10,57
3.5,72,No,4,9,51
9.5,49,Yes,8,10,49
8.5,76,Yes,7,9,75
5.5,99,Yes,4,1,87
6.5,72,Yes,8,6,60
1.5,62,Yes,8,10,44
1.5,97,Yes,6,6,76
4.5,50,Yes,4,8,33
2.5,63,Yes,8,7,45
7.5,63,No,9,7,55
2.5,46,No,7,2,25
2.5,89,Yes,4,4,62
5.5,60,No,9,1,46
4.5,59,No,6,7,45
8.5,92,No,5,4,85
4.5,49,Yes,8,9,33
6.5,64,No,5,6,51
5.5,86,Yes,8,6,74
2.5,75,No,9,9,53
8.5,87,No,6,8,86
2.5,86,No,6,6,62
9.5,54,Yes,6,6,53
9.5,83,Yes,6,6,83
3.5,79,Yes,4,4,58
4.5,79,Yes,4,5,59
8.5,89,Yes,8,3,84
9.5,45,Yes,4,9,42
3.5,76,Yes,8,2,59
5.5,41,Yes,4,7,26
8.5,51,Yes,4,1,44
3.5,97,No,4,10,75
7.5,43,No,7,7,35
8.5,62,Yes,6,2,59
3.5,52,No,7,5,35
2.5,56,No,4,1,31
7.5,70,Yes,4,5,63
9.5,55,Yes,7,4,53
1.5,80,No,9,1,57
3.5,65,Yes,8,1,46
5.5,67,No,6,7,52
3.5,40,Yes,8,3,19
1.5,86,No,9,10,65
7.5,51,Yes,6,9,39
7.5,76,No,5,9,70
8.5,94,No,6,10,90
5.5,95,No,8,9,82
5.5,89,No,6,1,77
5.5,59,Yes,5,4,39
1.5,41,No,5,1,15
5.5,75,Yes,4,1,63
6.5,54,No,5,9,40
1.5,77,Yes,7,5,52
7.5,61,No,8,1,54
1.5,83,Yes,7,3,55
2.5,89,No,9,7,69
2.5,71,No,7,2,54
5.5,98,Yes,8,4,87
7.5,59,No,9,2,52
1.5,75,No,7,9,49
1.5,72,No,7,9,51
1.5,54,No,9,7,25
6.5,89,Yes,7,7,80
2.5,85,No,5,2,64
1.5,42,Yes,8,10,14
6.5,68,Yes,8,8,55
2.5,86,Yes,8,1,62
6.5,66,Yes,7,8,59
8.5,44,No,5,5,36
2.5,98,No,8,4,79
9.5,95,Yes,6,10,96
8.5,70,No,8,2,62
1.5,61,No,4,3,33
7.5,74,Yes,6,10,67
6.5,93,Yes,8,2,84
6.5,46,Yes,7,4,36
6.5,45,No,8,3,34
6.5,65,Yes,5,5,56
7.5,93,Yes,5,7,88
3.5,40,No,8,9,19
6.5,58,No,7,5,46
3.5,46,No,7,8,27
7.5,75,No,7,2,67
7.5,51,No,8,6,45
8.5,59,No,8,8,56
2.5,62,No,4,9,41
9.5,64,No,5,4,62
5.5,69,Yes,6,4,55
9.5,98,No,6,7,96
5.5,68,Yes,5,4,57
7.5,70,No,9,5,62
9.5,57,No,4,2,54
4.5,80,Yes,5,2,61
2.5,58,No,4,10,36
9.5,93,Yes,9,5,94
2.5,43,No,4,10,21
3.5,40,Yes,7,10,25
2.5,80,Yes,5,2,55
3.5,98,No,6,6,79
6.5,54,Yes,8,6,46
3.5,93,Yes,9,8,78
8.5,47,No,9,1,41
6.5,54,No,8,7,45
7.5,54,Yes,5,7,46
1.5,89,No,8,9,67
3.5,78,Yes,4,4,58
3.5,61,Yes,8,7,43
2.5,57,Yes,4,6,35
7.5,55,No,4,4,44
9.5,41,No,6,10,38
4.5,75,Yes,8,8,58
5.5,59,Yes,6,3,45
3.5,55,Yes,8,8,36
9.5,42,No,4,5,37
4.5,95,Yes,8,4,83
5.5,69,No,9,3,56
1.5,94,Yes,9,10,75
2.5,41,Yes,6,7,20
9.5,74,Yes,7,7,73
2.5,65,Yes,9,6,43
5.5,96,No,6,3,82
8.5,44,No,7,9,39
3.5,41,No,5,2,22
6.5,90,No,6,3,83
4.5,95,No,9,1,81
7.5,59,Yes,9,7,52
3.5,73,No,8,2,54
6.5,73,No,7,10,63
9.5,93,No,9,8,92
1.5,95,No,8,9,72
3.5,94,Yes,7,2,75
2.5,59,Yes,6,6,41
8.5,89,Yes,6,1,84
7.5,64,No,8,8,59
2.5,59,Yes,6,5,39
6.5,64,Yes,8,9,57
3.5,92,No,4,3,74
8.5,53,No,7,2,47
3.5,99,No,8,7,83
9.5,86,Yes,7,7,89
1.5,83,No,4,10,57
5.5,82,Yes,7,5,69
3.5,82,Yes,8,7,64
6.5,78,Yes,6,6,72
2.5,51,Yes,7,9,28
9.5,87,Yes,7,3,86
6.5,44,No,9,4,35
7.5,41,Yes,9,9,34
5.5,93,Yes,4,10,78
9.5,55,Yes,5,8,51
1.5,94,Yes,6,10,70
5.5,69,Yes,8,6,56
6.5,86,No,4,3,77
7.5,82,Yes,8,9,75
4.5,77,Yes,8,9,62
1.5,84,Yes,7,6,61
8.5,90,Yes,4,2,85
4.5,81,No,4,7,57
3.5,63,Yes,9,9,44
7.5,90,Yes,6,9,83
2.5,69,Yes,5,3,44
8.5,76,Yes,8,2,74
6.5,96,No,6,5,82
7.5,98,No,9,10,95
5.5,92,No,6,7,75
9.5,78,Yes,8,3,77
5.5,50,No,7,4,39
5.5,53,No,7,10,39
3.5,62,No,8,2,43
1.5,92,No,9,10,72
2.5,55,No,9,2,35
8.5,89,Yes,4,7,85
1.5,60,No,5,2,33
7.5,94,No,7,1,86
5.5,94,No,5,4,77
3.5,43,Yes,6,6,22
7.5,72,Yes,6,10,66
9.5,93,No,8,10,93
2.5,86,Yes,8,4,70
8.5,53,Yes,8,1,50
9.5,58,No,9,1,55
3.5,98,Yes,7,9,82
2.5,44,No,5,1,16
7.5,75,No,6,7,67
5.5,70,No,5,7,57
5.5,84,Yes,7,1,72
5.5,57,No,5,1,41
4.5,83,No,5,6,67
5.5,70,Yes,9,8,58
4.5,94,No,8,7,80
6.5,69,Yes,9,6,58
4.5,60,Yes,9,10,44
2.5,86,No,5,3,66
9.5,69,Yes,5,7,67
2.5,94,No,9,6,75
9.5,80,Yes,5,8,77
6.5,43,Yes,9,4,31
9.5,44,Yes,4,9,40
9.5,80,Yes,9,1,80
3.5,84,No,6,7,61
1.5,49,No,6,9,25
1.5,66,Yes,5,10,43
3.5,55,No,9,1,34
5.5,69,No,9,10,58
3.5,52,No,8,3,33
9.5,75,No,8,7,72
9.5,60,No,8,9,59
3.5,84,No,9,1,65
3.5,92,No,9,6,73
5.5,79,Yes,6,2,65
2.5,84,No,7,5,62
6.5,54,Yes,5,7,44
7.5,59,Yes,6,7,55
9.5,59,Yes,8,10,57
6.5,84,No,6,7,76
3.5,94,No,6,4,73
5.5,98,Yes,6,6,85
4.5,44,Yes,8,10,31
5.5,93,No,7,6,81
8.5,93,No,4,7,83
8.5,99,No,5,9,97
6.5,71,Yes,5,6,61
1.5,45,Yes,6,10,20
8.5,69,No,7,1,63
8.5,65,No,8,8,62
2.5,76,Yes,4,2,54
4.5,52,No,4,3,35
2.5,68,No,6,5,44
4.5,44,Yes,6,6,28
7.5,64,Yes,8,7,56
9.5,52,Yes,8,4,52
8.5,63,Yes,9,3,59
9.5,70,No,8,9,70
8.5,59,Yes,6,4,53
2.5,94,No,7,9,73
7.5,47,No,6,9,39
2.5,99,No,6,3,74
2.5,48,Yes,4,3,27
4.5,60,Yes,8,8,47
1.5,90,No,5,1,61
5.5,59,No,8,6,44
6.5,54,Yes,9,6,44
9.5,65,No,7,9,66
8.5,93,No,7,2,90
2.5,81,No,8,8,61
1.5,50,No,8,7,23
2.5,76,No,6,2,54
7.5,80,No,5,1,71
4.5,50,No,6,4,32
5.5,66,No,4,2,53
7.5,69,Yes,4,3,60
3.5,58,Yes,7,2,41
2.5,73,No,7,9,51
7.5,77,No,5,4,67
5.5,62,Yes,7,1,46
1.5,92,Yes,9,8,70
1.5,40,Yes,4,4,14
9.5,42,No,5,10,38
5.5,42,Yes,4,8,26
1.5,67,Yes,8,8,46
7.5,53,No,8,9,48
9.5,91,Yes,5,10,94
1.5,69,No,6,7,41
4.5,97,Yes,9,4,86
3.5,93,Yes,9,2,74
5.5,44,Yes,7,6,28
7.5,88,Yes,5,4,81
8.5,54,Yes,9,6,47
2.5,77,No,7,8,58
7.5,53,No,4,3,44
1.5,53,Yes,6,1,26
7.5,96,No,7,5,91
8.5,98,Yes,8,3,94
2.5,88,Yes,8,6,68
9.5,47,Yes,4,3,45
1.5,47,Yes,5,1,19
6.5,58,Yes,7,9,47
1.5,71,No,4,5,45
3.5,70,No,8,2,48
6.5,68,No,8,2,56
3.5,80,No,8,9,60
8.5,50,Yes,6,1,43
5.5,84,No,6,10,70
2.5,52,Yes,8,3,30
4.5,66,Yes,9,10,54
9.5,95,No,5,7,91
4.5,58,No,6,1,41
8.5,65,Yes,7,2,56
5.5,92,Yes,6,6,79
1.5,90,Yes,7,9,65
7.5,76,No,6,9,69
3.5,87,Yes,8,8,69
8.5,48,Yes,7,3,45
3.5,67,Yes,5,2,46
1.5,71,Yes,6,1,48
5.5,91,No,6,9,74
2.5,93,No,8,5,72
4.5,42,Yes,7,3,26
1.5,90,No,9,10,66
9.5,71,Yes,8,10,71
6.5,44,No,7,5,34
8.5,47,No,6,3,43
4.5,53,No,6,9,36
9.5,95,No,6,1,91
2.5,42,Yes,6,1,18
9.5,63,Yes,4,3,60
5.5,52,Yes,6,6,37
6.5,82,No,6,2,72
3.5,68,No,9,1,46
4.5,47,Yes,9,8,32
6.5,90,No,7,10,78
7.5,81,No,6,9,74
1.5,70,Yes,6,10,48
7.5,65,No,7,1,57
1.5,57,Yes,6,3,31
5.5,97,No,6,5,85
6.5,57,Yes,8,7,42
2.5,96,No,4,10,74
9.5,46,No,7,4,42
6.5,87,No,8,6,78
7.5,77,No,9,1,64
8.5,87,No,5,4,80
1.5,55,Yes,5,8,29
8.5,94,No,9,5,92
